Column2,Column3,Column4
666,0,nan
666,0,nan
"Shopping for lunch, for nothing, you are beautiful.",4,nan
So long. ,4,nan
666,0,nan
so we back in the man,4,nan
666,0,nan
somebody here,4,nan
up是男生啊,4,nan
Summer's guy。,4,nan
666,0,nan
666,0,nan
Surprise.,4,nan
s弹幕呢,4,nan
666,0,nan
666,0,nan
s透了吧？！,4,nan
taikeail,4,nan
testtest证明我活着,4,nan
up是女生吗,4,nan
Nico Nico Ni,4,nan
666,0,nan
up是小姐姐吗？,4,nan
6666,0,nan
6666,0,nan
text,4,nan
up突然这么一下，比游戏还恐怖,4,nan
6666,0,nan
Nico Nico Ni,4,nan
up一看就不会走a,4,nan
up怎么记住的,4,nan
up真的是男孩子吗。。,4,nan
up主把我吓死,3,nan
6666,0,nan
Nico Nico Ni,4,nan
Thomas cared,4,nan
6666,0,nan
66666,0,nan
up主的叫声很是吓人,3,nan
ting,4,nan
。。。,4,nan
nan,nan,nan
66666,0,nan
66666,0,nan
tm剧透的有意思？？,2,nan
tpz,4,nan
up 主是受吗,4,nan
up比鬼吓人系列,4,nan
up别叫,4,nan
up到底男的女的？？？,4,nan
up到底是男的还是女的呀！！！！,4,nan
66666,0,nan
up到底是男的还是女生呀！！？？？,4,nan
up主的叫声最吓人了,3,nan
up的声音是准备强行掰弯我,4,nan
Nico Nico Ni,4,nan
Nico Nico Ni,4,nan
666666,0,nan
Nico Nico Ni,4,nan
up还没到变声期吧,4,nan
UP主的口水,4,nan
666666,0,nan
666666,0,nan
up好怂啊,4,nan
up主的声音好吓人,3,nan
666666,0,nan
up看攻略的时候会说用你猜？,4,nan
666666,0,nan
666666,0,nan
up男的 再问打屁股,2,nan
up男的，再问自杀,2,nan
up男的女的,4,nan
666666,0,nan
up你别叫啊，本来不慌的,1,nan
666666,0,nan
6666666,0,nan
6666666,0,nan
up你要知道在mc和一些游戏里，不关门是致命的啊,4,nan
up女的？？,4,nan
Nico Nico Ni,4,nan
6666666,0,nan
UP主估计才16岁,4,nan
up声音……,4,nan
6666666,0,nan
6666666,0,nan
6666666,0,nan
up声音是天生的咩(≧?≦)/,4,nan
6666666,0,nan
no zuo no die,4,nan
666666啊,0,nan
666吼吼吼吼,0,nan
8848哈哈哈哈哈,0,nan
up主害怕的时候声音好苏,4,nan
up是可爱的男孩子，别问了行不行？？？再问真的要急死,2,nan
Up主好吓人啊,3,nan
up是男的 别问了,2,nan
?(?^o^?)?,0,nan
a啊哈哈哈哈,0,nan
No，i'm busy,4,nan
69巨蟹啦,4,nan
6个,4,nan
up是男生还是女生，太可爱了吧，哈哈哈,4,nan
6个人+1,4,nan
up是男生么？受不了了,4,nan
Noooooo,4,nan
6人加一,4,nan
7.13巨蟹哈哈哈哈，喜欢一个摩羯的,4,nan
7：48有小哥哥高能！请做好准备！届时，粉色高能君将会做出提醒！,4,nan
up主是个男的！,4,nan
up主是个男的！,4,nan
UP主是个男孩子？？？？,3,nan
7677777,4,nan
7777,4,nan
up主是男的女的？？？？！！！！,4,nan
up是男是女？,4,nan
no作no daily,4,nan
up是男是女？,4,nan
7777777,4,nan
up是男是女啊？,4,nan
up是女孩子还是男孩子,4,nan
7777777,4,nan
777777777777777777777777,4,nan
up是女孩子嘛？,4,nan
up是受吗？,4,nan
up主是男孩子！！,4,nan
up玩的恐怖模式的话就没有地图吧,4,nan
up性别？,4,nan
7个人正在看,4,nan
up也太怂了8,4,nan
up猪是男孩子,4,nan
UP猪是我的，你们都走开,4,nan
7月2415:26有人吗,4,nan
80,4,nan
up主不要叫了好不好,4,nan
80,4,nan
up主聪明,4,nan
80,4,nan
up主到底是男是女？,4,nan
80,4,nan
up主吓人,3,nan
80,4,nan
80,4,nan
80,4,nan
80,4,nan
UP主的尖叫会给二次暴击,4,nan
up主的脑子在淘宝上可以买到吗,4,nan
80,4,nan
80,4,nan
No作no die,4,nan
80,4,nan
up主的语气怎么开始有点疯癫,4,nan
up主的语气怎么开始有点疯癫,4,nan
up主录游戏本来就不容易，不想看请圆润的滚,2,nan
n你还好吗,4,nan
O_oO_o,4,nan
up主吓死我了,3,nan
80,4,nan
80,4,nan
up主每叫一声就会有一个高能君被吓死,4,nan
80,4,nan
up主遇到同类了,4,nan
80,4,nan
80,4,nan
up主哪里人啊？,4,nan
UP主那男的女的？,4,nan
up主奶音,4,nan
80,4,nan
vr玩这个一定特别刺激,4,nan
up主男的女的啊，声音像女的又像男的,4,nan
w?a?a?a?a?a,4,nan
wco，紫色高能君被白米的尖叫吓着了,3,nan
80,4,nan
UP主难道不能跑吗？,4,nan
80,4,nan
one kill,4,nan
80,4,nan
80,4,nan
wc这影子，我懵了,3,nan
80,4,nan
80,4,nan
80,4,nan
up主弄的我都开始害怕了,4,nan
up主声音好像吴青峰啊,4,nan
80,4,nan
wdnmd 我柜子动了我不看啦,3,nan
80,4,nan
up主是妹子?,4,nan
80,4,nan
up主是男的女的,4,nan
80,4,nan
up主是男孩子,4,nan
wdnmd，我柜子动了，我不玩了,3,nan
80,4,nan
ovo,4,nan
80,4,nan
owooo,4,nan
80,4,nan
up主是男孩子！！再问吃屁！！,2,nan
up主是男生还是女生啊,4,nan
up主是男是女,4,nan
up主是女的八,4,nan
80,4,nan
80,4,nan
80,4,nan
"play with me,dad",4,nan
poping,4,nan
up主是女装大佬吗？,4,nan
puf匍匐前进hai掌门,4,nan
QAQ，心脏快爆炸了呜呜呜(┯_┯),1,nan
up主太了，i了,4,nan
80,4,nan
up主要么认识路，要么就是运气好，躲避黑老妇的方法有两种，一是找安全屋，二是依靠这种剧情来抵消她的出现,4,nan
up主已疯,4,nan
up主应该是留学大学生吧,4,nan
up主在线作死,4,nan
up主真的是男的吗？别骗我啊,4,nan
u哦忽忽就会斤斤计较急急急结局急急急就,4,nan
80,4,nan
80,4,nan
wdnmd我不看了,3,nan
80,4,nan
80,4,nan
80,4,nan
VR像素,4,nan
W,4,nan
80,4,nan
80,4,nan
80            80               80,4,nan
w D fuck,4,nan
WDNMD我不看了。我柜子东了,3,nan
wa,4,nan
80    80    80   80,4,nan
80  80  80.。。。,4,nan
wake up,4,nan
80 80 80 80 ,4,nan
what?,4,nan
80!,4,nan
80!,4,nan
80.,4,nan
what？？？,4,nan
80？？,4,nan
8000,4,nan
8000,4,nan
QwQ,1,nan
wake up dafuq,4,nan
80000,4,nan
wdl,4,nan
80准备,4,nan
wdnmb,4,nan
we are the Cheaper is Win ,4,nan
woc,3,nan
82秒高能,4,nan
857,4,nan
857.857.857,4,nan
what the fuck,4,nan
857857,4,nan
what theFark,4,nan
8848,4,nan
wing。gadiom。laviosa,4,nan
8848,4,nan
8848,4,nan
woc！！！,4,nan
8848,4,nan
8848,4,nan
8848,4,nan
8848,4,nan
8848,4,nan
8848taijinshouji,4,nan
bgm好评,0,nan
woc，白米开始套路了,4,nan
8848钛金手机,4,nan
8848钛金手机,4,nan
woc,3,nan
woc,3,nan
woc,3,nan
8848钛金手机^O^,4,nan
WOC，前有狼后有虎(?˙ー˙?),4,nan
888888888888888888888,4,nan
8月11,4,nan
8月28号,4,nan
woc...不要打破我常叫的天“平”！！,4,nan
woc,3,nan
?(????????)??????,4,nan
woc,3,nan
woc,3,nan
woc，锁链会断？！,3,nan
woc刺激,4,nan
bgm好听,0,nan
9075个收藏了,4,nan
woc，我,3,nan
QwQ,1,nan
9403,4,nan
woc你们这些不想看的滚出去好吗，在这引战有意思？这是实况，嫌白米吵得自己去玩。,2,nan
woc，我这边突然放鞭炮吓我一跳,3,nan
woc你认真的吗,4,nan
woc，吓死！,3,nan
woc为啥弹幕这么少,4,nan
woc我看到高能都卡了,4,nan
QwQ   Q,1,nan
9403,4,nan
9403,4,nan
9420,4,nan
woc，吓死啦quq,3,nan
9420,4,nan
9420,4,nan
9420,4,nan
9420,4,nan
woc，吓死我,3,nan
wor说脏话的时候好攻！！！！,4,nan
9420,4,nan
9420,4,nan
wow！吃槟榔咩咯,4,nan
9420  就是爱你！所以永远的留下吧,4,nan
9420(?? . ??),4,nan
9425,4,nan
wtf！！怎么还跑起来了？！！,4,nan
9453,4,nan
wtf？,4,nan
wu?wa,4,nan
wu?wa,4,nan
9463,4,nan
wuwuwu,4,nan
www弹幕呢,4,nan
woc，吓死我了,3,nan
www好多虫子,4,nan
9527,4,nan
x,4,nan
woc，吓一跳,3,nan
x,4,nan
9527,4,nan
x6,4,nan
QwQ Q,1,nan
9949,4,nan
woc‘’,3,nan
9999,4,nan
a?a?a?a?a,4,nan
a?a?a?a?a?a,4,nan
wocao,3,nan
xiashii,4,nan
xswl弹幕hhhhhhhh,4,nan
a?a?a?a?a?a?a?a?a?a,4,nan
xuhuangyiqiang,4,nan
a?a?a?a?a?a?a?a?a?a?a?a?a,4,nan
aa,4,nan
aa?aa?aa?aa,4,nan
yes，is 血,4,nan
yougaoneng,4,nan
RNG输是好长时间前的  事情了,4,nan
san值狂掉,1,nan
aa?aa?aa?aa,4,nan
yu有人嘛,4,nan
aaaaaaaaaaaaaaa,4,nan
z,4,nan
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,4,nan
z,4,nan
z,4,nan
z,4,nan
Scp!,4,nan
scp已介入调查,4,nan
srtddtad,4,nan
zhá,4,nan
Stay with me娃娃说的,4,nan
zha？,4,nan
wocnm啊啊啊啊啊啊啊啊啊啊啊啊啊啊,3,nan
zhenxiang,4,nan
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,4,nan
adadwdsdwdsdwdadwdadwdqefsfefafsfgssdvgesgejyjktegqrefescsw,4,nan
zhi,4,nan
ta来了ta来了 ta带着铁链走来了,4,nan
AIT+F4,4,nan
zhi,4,nan
ALT+F4,4,nan
trouble kill！,4,nan
amazing,4,nan
woc啊啊啊啊啊啊！有知道前方高能还是被吓到了,3,nan
trouble kill是什么鬼……,4,nan
awsl,4,nan
zhizhizhi,4,nan
woc啊啊啊啊啊吓死我了,3,nan
awsl,4,nan
zhi我懂了！,4,nan
Awsl,4,nan
hahaha,0,nan
zzzzzzzzzzzzzzzzz,4,nan
BGM嗷嗷嗷嗷嗷,4,nan
bgm变了,4,nan
BGM大变身，前方高能预警,4,nan
阿布猪，难道不能跑吗？,4,nan
hahaha,0,nan
hahahahahaha,0,nan
up，我已经弯了啊，你真是太可爱了啊啊，受不了了啊,4,nan
阿呸,4,nan
woc猛男一抖,3,nan
阿婆主声音太大了，完全没的气氛,4,nan
woc吓抽筋了,3,nan
woc吓死,3,nan
up好受啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,4,nan
阿婆主时而女声时而男声,4,nan
woc吓死我了,3,nan
bi'xian笔仙哦,4,nan
阿婆主是男的还是女的？,4,nan
woc这是个小姑凉？？这小东西长的真别致,3,nan
boss都是前期有能力杀男主要浪最后被反杀的,4,nan
woc这是个小姑凉？？这小东西长的真别致,3,nan
up好像没找些什么东西,4,nan
BOSS房,4,nan
woc这一嗓子直接把我困意吓跑了,3,nan
boss房会给一点，不过攒一两个也ok的，都6个了真富,4,nan
Boyer pillar.,4,nan
BSAA,4,nan
BUG,4,nan
up娇弱的哼唧,4,nan
bug，呵呵,4,nan
啊 我被敷衍了,4,nan
bug好好看,4,nan
啊！！！！！,4,nan
yes  on啊？,4,nan
啊！额！啊！额！啊！啊啊啊！,4,nan
bug挺好看的,4,nan
bug万岁,4,nan
bug有点多哦,4,nan
cccccccccccc,4,nan
ccccccccccccccccccccccccccc,4,nan
cccccccccccccccccccccccccccccccccccc,4,nan
yes，当然有人(鬼),4,nan
You ,4,nan
啊！要死了！！临死说一句我！爱！你！！！！!,4,nan
cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,4,nan
啊！这糟糕的画质,4,nan
CG，高能,4,nan
cue剧情加碎玻璃等等一大堆警告！！！,4,nan
啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊，啊,4,nan
Cyka Blyat !,4,nan
c君是中性偏男,4,nan
啊，不知道说什么了，弹幕护体能遮住就行了,4,nan
c君是中性偏男音,4,nan
za……zack？,4,nan
ツ,4,nan
c君是中性偏男音,4,nan
啊，高能来了，弹幕护体，弹幕护体，弹幕护体,4,nan
啊，有钱人。,4,nan
啊....啊....啊,4,nan
啊？这个？停！这个和哪个？到底啥啊！？,4,nan
ツ,4,nan
c位出道,4,nan
"Daddy,play with me",4,nan
DB,4,nan
dddd,4,nan
dead,4,nan
ツ,4,nan
up镜头好晃。。。我有点晕了,1,nan
びっくりした,4,nan
阿，点错了,4,nan
啊9,4,nan
阿阿阿,3,nan
Der,4,nan
阿阿阿,3,nan
DIE,4,nan
阿阿阿，你不怕我好怕,3,nan
diedi,4,nan
djzqbybj,4,nan
阿阿阿阿阿阿,3,nan
阿阿阿阿阿阿,3,nan
UP没拿地图,4,nan
阿阿阿阿阿阿阿阿阿,3,nan
阿阿阿阿阿阿阿阿阿,3,nan
阿阿阿阿阿阿阿阿阿阿阿阿阿阿,3,nan
阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿,3,nan
阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,3,nan
阿阿阿阿阿阿阿阿阿啊,3,nan
阿阿阿阿阿阿啊啊,3,nan
up男的女的，咋老嘤嘤嘤。,4,nan
阿阿阿阿阿阿啊啊,3,nan
up其实到现在和我一样的懵逼吧,4,nan
阿阿阿啊,3,nan
阿阿阿啊啊,3,nan
duang～,4,nan
阿阿阿啊啊,3,nan
dv,4,nan
阿阿阿吓得我赶紧抱紧了米饭和爽爽,3,nan
阿啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,3,nan
e?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m?m,4,nan
eat米米,4,nan
阿达是啊 啊  阿萨阿萨,4,nan
阿米又知道了,4,nan
阿米又知道了,4,nan
阿婆主真的快瘋了,4,nan
UP声音是真娘。真难听,1,nan
emm,4,nan
阿泰尔？（刺客信条）,4,nan
up现在已经非常淡定了,4,nan
emm,4,nan
UP再被虐2集就蜕变了,4,nan
emm。表白阿婆祖?,4,nan
emmm,4,nan
阿瓦达索命,4,nan
阿瓦达索命,4,nan
阿瓦达索命,4,nan
up之所以会慌乱是因为这个bgm代表鬼怪靠近你了，进入追逐战模式,4,nan
emmm,4,nan
emmm,4,nan
啊啊啊啊，421的兄弟们理理我,4,nan
阿西吧吓死人了我去,4,nan
阿姨压一压∽,4,nan
阿姨压一压姨～,4,nan
emmm,4,nan
emmm,4,nan
啊,4,nan
emmm,4,nan
emmm,4,nan
emmm,4,nan
up主没有女友，因为我是他的男朋友ww,4,nan
emmm,4,nan
emmm,4,nan
啊,4,nan
emmm,4,nan
Up主全程都在哭是吗？,4,nan
emmm,4,nan
emmm,4,nan
啊,4,nan
啊,4,nan
emmm...,4,nan
啊,4,nan
啊,4,nan
啊,4,nan
emmm。。。,4,nan
啊,4,nan
啊,4,nan
emmmm,4,nan
啊,4,nan
emmmm,4,nan
emmmm,4,nan
emmmm,4,nan
啊,4,nan
啊,4,nan
啊,4,nan
emmmm,4,nan
啊,4,nan
emmmmemmmmemmmmemmmm,4,nan
emmmmm,4,nan
up主软糯的求助,4,nan
Emmmmm……,4,nan
啊   害怕,4,nan
啊   我控几不住我自几啊,4,nan
emmmmm……,4,nan
emmmmmm,4,nan
emmmmmmm,4,nan
Up主是男是女呀？,4,nan
啊  原来你还想敷衍我啊,4,nan
啊 怕,4,nan
emmmmmmm,4,nan
emmmmmmm,4,nan
emmm总是想到潘神的迷宫里那个怪物...,4,nan
啊！,4,nan
啊！,4,nan
啊！？,4,nan
啊！啊！啊！,4,nan
啊！我，吓了一跳,4,nan
啊！凶宅惊魂，我的最爱！,4,nan
enenenen,4,nan
啊，啊？啊！,4,nan
enenenen,4,nan
Esc,4,nan
Esc按键随时准备着,4,nan
EXO的女人接受挑战，抱紧EXO,4,nan
f?***,4,nan
f**k,4,nan
F1赛车比赛马上开始各位选手准备!,4,nan
FA♂Q,4,nan
啊，啊啊！,4,nan
啊，看完小米的视频我可能就死了，我坚持不下去了,4,nan
Fake love~Fake love~,4,nan
up主真的好受啊！！！,4,nan
"FBI,open the door!",4,nan
啊，哦,4,nan
啊，我的眼睛,4,nan
FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,4,nan
FFF团,4,nan
FFF团,4,nan
fff团,4,nan
啊，小哥哥的链子声好恐怖啊,4,nan
啊，这光，这。。。。。血,4,nan
啊。,4,nan
up主真的好受啊！！！,4,nan
啊？,4,nan
啊？,4,nan
啊？,4,nan
啊？！我害怕！,4,nan
啊？（我去面壁）,4,nan
啊？？？,4,nan
fff团的牛逼,4,nan
啊？？？,4,nan
啊？？？？？米米呢,4,nan
fff团驾到,4,nan
啊？？怎么死掉了,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊~,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊～,4,nan
啊～(￣▽￣～)~,4,nan
啊～～,4,nan
啊~~~,4,nan
啊～～～,4,nan
啊~~~~,4,nan
啊~~~~,4,nan
啊~啊~,4,nan
FFGYUFAYGUKFAGYUKFFGUYKEFAYGIWEUIFGTSERFGYEFGY,4,nan
flag立得飞起,4,nan
flog立好,4,nan
啊～啊♂啊,4,nan
啊～啊啊啊♂啊,4,nan
啊～哦～啊～哦～啊～哦嗳～,4,nan
啊～瓶子,4,nan
啊～他拉稀没有纸给他，他没有头去加拿大,4,nan
啊～一库,4,nan
啊♂,4,nan
啊♂,4,nan
啊♂,4,nan
啊♂,4,nan
啊♂,4,nan
啊♂,4,nan
friend 快go,4,nan
啊♂,4,nan
啊♂,4,nan
fsf,4,nan
啊♂,4,nan
GDFFDHFRHKAWYUFEWFDESRFSDHURFDSRFRGUYSEHFFHSEF,4,nan
GDYGSAFGJYFDASGJVFDSFSDFSDFSDGYFSDFSDZFSZDGFSDZFSDZFSZDFSZDSZDFFSDZFSDZSFDZFSDZ,4,nan
GG Bang,4,nan
ggood,4,nan
啊♂～,4,nan
GG哈哈哈,4,nan
gg了,4,nan
啊♂啊♂,4,nan
啊啊,4,nan
giao,4,nan
啊啊,4,nan
啊啊,4,nan
啊啊！小解解,4,nan
giao,4,nan
giao,4,nan
giao,4,nan
giao,4,nan
啊啊。。我不信鬼，，咦！老婆你飘着干嘛！！！,4,nan
啊啊~啊啊啊啊啊啊啊啊啊啊,3,nan
giao,4,nan
giao,4,nan
啊啊♂,4,nan
啊啊啊,3,nan
giao,4,nan
啊啊啊,3,nan
啊啊啊,3,nan
啊啊啊,3,nan
giao,4,nan
giao,4,nan
啊啊啊,3,nan
giao,4,nan
giao,4,nan
giao,4,nan
giao————,4,nan
啊啊啊,3,nan
啊啊啊,3,nan
啊啊啊,3,nan
giao！,4,nan
giao！,4,nan
啊啊啊,3,nan
啊啊啊,3,nan
giao！！！！！！,4,nan
啊啊啊,3,nan
giao!!!!!!!!!!!,4,nan
giao~,4,nan
giao～,4,nan
wdnmd我裤子。。。。。算了,4,nan
giao～,4,nan
giao～,4,nan
giao～～～,4,nan
giao~~~,4,nan
When it's time to yearn for the poor God. Meet this stupid anchor and die,4,nan
giao～～～～,4,nan
giaogiao！,4,nan
giaogiao！,4,nan
giao就对了,4,nan
GIF录制成功。耶。,4,nan
girl,4,nan
go  away！,4,nan
啊啊啊,3,nan
go away,4,nan
GOCHA,4,nan
GOGOGO,4,nan
啊啊啊,3,nan
啊啊啊,3,nan
啊啊啊,3,nan
good,4,nan
g你太美~,4,nan
啊啊啊,3,nan
啊啊啊,3,nan
hahahahahahaahhahhahahhahahhahahha,0,nan
啊啊啊,3,nan
hahahahhahahah哈哈哈哈哈哈哈哈哈哈啊哈哈哈,0,nan
hao看,0,nan
happy,0,nan
hhh,0,nan
啊啊啊,3,nan
hhh,0,nan
hhh,0,nan
he,4,nan
help,4,nan
啊啊啊,3,nan
hetui！,4,nan
啊啊啊,3,nan
hhajibzakkajqiakjsaj,4,nan
啊啊啊,3,nan
hhh,0,nan
hhh,0,nan
啊啊啊 人呢？,3,nan
hhh,0,nan
hhh,0,nan
hhh,0,nan
啊啊啊！狮子座,4,nan
hhh,0,nan
hhh,0,nan
"hhh,是要随身带打火机",0,nan
hhhbhhhhhh,0,nan
hhhc,0,nan
hhhh,0,nan
hhhh,0,nan
hhhh,0,nan
hhhh,0,nan
hhhh,0,nan
hhhh,0,nan
hhhh,0,nan
啊啊啊，害怕啊,3,nan
hhhhh,0,nan
啊啊啊，好可怕,3,nan
啊啊啊，妈妈,3,nan
hhhhh,0,nan
啊啊啊，求弹幕护体,3,nan
hhhhh,0,nan
hhhhh,0,nan
啊啊啊，求弹幕护体,3,nan
啊啊啊，在被窝里瑟瑟发抖,3,nan
啊啊啊，这个BGM吓到我了,3,nan
hhhhhc,0,nan
hhhhhh,0,nan
啊啊啊。我的星座诶,4,nan
啊啊啊？啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,3,nan
Hhhhhh,0,nan
hhhhhh,0,nan
啊啊啊～,3,nan
hhhhhh,0,nan
啊啊啊♂,3,nan
hhhhhh,0,nan
啊啊啊bgm吓死我了,3,nan
啊啊啊啊,3,nan
啊啊啊啊,3,nan
啊啊啊啊,3,nan
啊啊啊啊,3,nan
hhhhhh,0,nan
hhhhhh,0,nan
啊啊啊啊,3,nan
hhhhhhc,0,nan
hhhhhhc,0,nan
hhhhhhh,0,nan
hhhhhhh,0,nan
啊啊啊啊,3,nan
啊啊啊啊,3,nan
hhhhhhh,0,nan
HHHHHHH,0,nan
HHHHHHH,0,nan
啊啊啊啊,3,nan
hhhhhhh,0,nan
啊啊啊啊,3,nan
啊啊啊啊,3,nan
啊啊啊啊,3,nan
hhhhhhh,0,nan
hhhhhhh,0,nan
啊啊啊啊,3,nan
hhhhhhh,0,nan
hhhhhhhg,0,nan
hhhhhhhh,0,nan
Hhhhhhhh,0,nan
hhhhhhhh,0,nan
hhhhhhhhc,0,nan
hhhhhhhhc,0,nan
hhhhhhhhh,0,nan
啊啊啊啊,3,nan
hhhhhhhhh,0,nan
啊啊啊啊,3,nan
hhhhhhhhhh,0,nan
hhhhhhhhhhh,0,nan
hhhhhhhhhhh,0,nan
啊啊啊啊,3,nan
啊啊啊啊！,3,nan
hhhhhhhhhhhh,0,nan
hhhhhhhhhhhhh,0,nan
hhhhhhhhhhhhh,0,nan
hhhhhhhhhhhhhh,0,nan
啊啊啊啊，抱紧周震南,3,nan
wow,4,nan
啊啊啊啊，大射手表示不服,4,nan
啊啊啊啊，我的星座aaaaa,4,nan
hhhhhhhhhhhhhhhh,0,nan
hhhhhhhhhhhhhhhhhh,0,nan
啊啊啊啊阿啊啊啊啊啊啊,3,nan
hhhhhhhhhhhhhhhhhh,0,nan
啊啊啊啊阿奇啊啊啊啊啊啊去啊啊,3,nan
啊啊啊啊啊,3,nan
hhhhhhhhhhhhhhhhhhe,0,nan
wow,4,nan
啊啊啊啊啊,3,nan
hhhhhhhhhhhhhhhhhhh,0,nan
啊啊啊啊啊,3,nan
hhhhhhhhhhhhhhhhhhhhhh,0,nan
啊啊啊啊啊,3,nan
hhhhhhhhhhhhhhhhhhhhhhhhh,0,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
hhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,nan
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,nan
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,nan
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,nan
wow,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
HHHHHHHHHHHHHHHHHHH基本上是被阿婆主吓得,0,nan
hhhhhhhhhhh哈哈哈哈哈哈哈哈哈哈哈,0,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
hhhhhhhhh我要笑死了面对死亡从容换电池hhhhh,0,nan
hhhhhhhh米米太可爱了,0,nan
hhhhhhh白米你要把我笑疯,0,nan
hhhhhh我是来看up主被吓的,0,nan
wow,4,nan
hhhhh发出海绵宝宝的尖叫,0,nan
hhhh原谅我,0,nan
hhh没了不止三次,0,nan
h哈哈哈哈哈哈双杀，,0,nan
hhhhh炫耀护身符,4,nan
hhhh汪臧海好评！,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
hhjhh,4,nan
hiahiahhia真香,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
hiahiahia,4,nan
hiahiahia,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
hiahiahiahiahiahiahiahia～小宝贝儿～哥哥来啦～,4,nan
hjhj kjlv,4,nan
hop,4,nan
hop  hop,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
O(∩_∩)O哈哈~,0,nan
I . I,4,nan
I don't wanna play with you!!,4,nan
wow，白米这集没哭!,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
I hear you~~~~~,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊,3,nan
I want fuck you until your asshole break,4,nan
啊啊啊啊啊,3,nan
啊啊啊啊啊！！,3,nan
啊啊啊啊啊，啊胡杨啊胡杨小了啊！,4,nan
啊啊啊啊啊，鬼鬼保护我,3,nan
啊啊啊啊啊，控几不住我记几呀,3,nan
啊啊啊啊啊啊啊啊啊，终于到我了。摩羯这么不起眼的嘛，竟然是最后一个出发的！！！（超凶）,4,nan
啊啊啊啊啊，为什么要这么紧张,1,nan
啊啊啊啊啊，我好怕怕啊,1,nan
啊啊啊啊啊。。。,3,nan
啊啊啊啊啊～,3,nan
I want fuck you until your asshole break,4,nan
ig都得冠了,4,nan
IG夺冠NB,4,nan
IQ姐姐咔咔咔几千块钱科技啊脚气卡,4,nan
is叫撒快结束你睡觉啊卡卡,4,nan
啊啊啊啊啊~,3,nan
啊啊啊啊啊阿,3,nan
is就是,4,nan
啊啊啊啊啊啊,3,nan
啊啊啊啊啊啊,3,nan
